"Nrpk";"Year";"Date";"Polig_nr";"Nr_4digitcode";"Approach";"Uniq_no";"Uniq_Rprog";"Unipntno";"Eksp_spp";"Exp_gr";"Mont_pnt";"Address";"Rel_type";"Status";"Usage";"Ul_mown";"Ul_graz";"Ul_aftmh";"Exp_opin";"Statuslet";"Luordap";"Transect_segment";"Transect_length";"Tr_length_m";"Str_score";"Spp_scortotal";"Spp_score50";"Totl_score";"Gr_qualit_exp";"Gr_qualit_farmer";"No_sp_plot";"aeup";"avul";"bmed";"camp";"cpan";"cvul";"cent";"chet";"cole";"dact";"ddel";"frag";"gbor";"gali";"gver";"gera";"geum";"hype";"isal";"karv";"lath";"lhis";"lvul";"lova";"lfos";"lsal";"mlup";"mela";"pilo";"psax";"pmed";"plat";"poly";"parg";"pere";"pver";"rhin";"ssyl";"sacr";"svir";"spra";"thal";"thym";"tpra";"trif";"tmon";"teur";"voff";"vlon";"vvul";"cumul_spno";"pairs";"avrg_spno_plot"
2871;2024;20240625;"6437_3";6437;"komb";"24_6437_3_b";"24_6437_3";"24_6437_3_b_1";"M_Medne";"exp1";1;"Laimdota_Burka";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";59;"534.8729858";535;-20;"24";"24";"4";"very_bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1;4,5
2981;2024;20240619;"6527_1";6527;"komb";"24_6527_1_b";"24_6527_1";"24_6527_1_b_1";"M_Medne";"exp1";1;"Janis_Ludborzs";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_bad";"s";"DAP";47;"421.1650085";421;-20;"18";"18";"-2";"very_bad";"na";2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;3,2
2991;2024;20240619;"6527_2";6527;"komb";"24_6527_2_b";"24_6527_2";"24_6527_2_b_1";"M_Medne";"exp1";1;"Janis_Ludborzs";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_average";"s";"DAP";40;"356.8320007";357;0;"14.5";"14.5";"14.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;2,6
3001;2024;20240619;"6527_3";6527;"komb";"24_6527_3_b";"24_6527_3";"24_6527_3_b_1";"M_Medne";"exp1";1;"Janis_Ludborzs";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_average";"s";"DAP";43;"389.5360107";390;-20;"19";"19";"-1";"very_bad";"na";4;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;3,4
3281;2024;20240620;"6620_3";6620;"rez";"24_6620_3_b";"24_6620_3";"24_6620_3_b_1";"M_Medne";"exp1";1;"Vilnis_Spats";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";59;"526.9559937";527;-25;"18";"18";"-7";"very_bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;14;1;3,3
3291;2024;20240620;"6620_4";6620;"rez";"24_6620_4_b";"24_6620_4";"24_6620_4_b_1";"M_Medne";"exp1";1;"Vilnis_Spats";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";51;"455.6700134";456;-10;"25.5";"25.5";"15.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;4,8
3631;2024;20240701;"6768_1";6768;"komb";"24_6768_1_b";"24_6768_1";"24_6768_1_b_1";"M_Medne";"exp1";1;"Aiva_Gailite";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";47;"426.7489929";427;-5;"21";"21";"16";"very_bad";"na";4;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;3,9
3841;2024;20240608;"6855";6855;"rez";"24_6855_b";"24_6855";"24_6855_b_1";"M_Medne";"exp1";1;"Madonas_IpasumiSIA";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_bad";"s";"DAP";16;"146.7599945";147;-10;"16.5";"16.5";"6.5";"very_bad";"na";7;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;1;3,1
4031;2024;20240620;"6905_1";6905;"komb";"24_6905_1_b";"24_6905_1";"24_6905_1_b_1";"M_Medne";"exp1";1;"Pupoli";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";47;"425.8720093";426;-25;"21";"21";"-4";"very_bad";"na";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;4
4041;2024;20240620;"6905_2";6905;"komb";"24_6905_2_b";"24_6905_2";"24_6905_2_b_1";"M_Medne";"exp1";1;"Pupoli";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";69;"623.1669922";623;-5;"23";"23";"18";"very_bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;4,6
4051;2024;20240620;"6905_3";6905;"komb";"24_6905_3_b";"24_6905_3";"24_6905_3_b_1";"M_Medne";"exp1";1;"Pupoli";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";48;"432.3439941";432;-15;"20";"20";"5";"very_bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;1;3,9
4691;2024;20240830;"6979_1";6979;"rez";"24_6979_1_b";"24_6979_1";"24_6979_1_b_1";"M_Medne";"exp1";1;"Liene_Goba";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";42;"380.9119873";381;-40;"8.5";"8.5";"-31.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;1,7
5031;2024;20240618;"7077_2";7077;"rez";"24_7077_2_b";"24_7077_2";"24_7077_2_b_1";"M_Medne";"exp1";1;"Janis_Malnieks";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";86;"773.9719849";774;-30;"24";"24";"-6";"very_bad";"na";6;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;1;4,5
2901;2024;20240628;"6495_2";6495;"komb";"24_6495_2_b";"24_6495_2";"24_6495_2_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_good";"s";"LU";37;"337.4490051";337;20;"36";"36";"56";"average";"na";9;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;7
2911;2024;20240628;"6495_3";6495;"komb";"24_6495_3_b";"24_6495_3";"24_6495_3_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";39;"350.2650146";350;20;"34.5";"34.5";"54.5";"average";"na";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;6,3
2921;2024;20240628;"6495_4";6495;"komb";"24_6495_4_b";"24_6495_4";"24_6495_4_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";45;"407.355011";407;15;"44.5";"44.5";"59.5";"average";"na";10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;8,4
3481;2024;20240528;"6711";6711;"rez";"24_6711_b";"24_6711";"24_6711_b_1";"S_Rusina";"exp1";1;"Vilki";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";67;"600.1690063";600;20;"24";"24";"44";"average";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;1;4,5
2931;2024;20240628;"6495_5";6495;"komb";"24_6495_5_b";"24_6495_5";"24_6495_5_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_good";"s";"LU";37;"334.1749878";334;5;"33.5";"33.5";"38.5";"bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,2
3441;2024;20240530;"6704";6704;"rez";"24_6704_b";"24_6704";"24_6704_b_1";"S_Rusina";"exp1";1;"Andis_Bahmanis";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_good";"s";"LU";28;"255.2420044";255;-10;"40.5";"40.5";"30.5";"bad";"na";4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,2
3511;2024;20240625;"6730_2";6730;"rez";"24_6730_2_b";"24_6730_2";"24_6730_2_b_1";"S_Rusina";"exp1";1;"Raimonds_Indrans";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"LU";35;"311.2399902";311;-10;"34.5";"34.5";"24.5";"bad";"na";7;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;1;6,9
4241;2024;20240618;"6915";6915;"komb";"24_6915_b";"24_6915";"24_6915_b_1";"S_Rusina";"exp1";1;"Berka_laukuseta_klingeri";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";19;"169.9649963";170;15;"20.5";"20.5";"35.5";"bad";"na";3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;3,9
4651;2024;20240619;"6976";6976;"rez";"24_6976_b";"24_6976";"24_6976_b_1";"S_Rusina";"exp1";1;"Pavasari_R_SIA";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_average";"s";"LU";45;"407.5289917";408;-20;"46";"46";"26";"bad";"na";8;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22;1;7,8
4661;2024;20240604;"6978_1";6978;"komb";"24_6978_1_b";"24_6978_1";"24_6978_1_b_1";"S_Rusina";"exp1";1;"Ligita_Taunina";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"LU";53;"474.8850098";475;0;"32";"32";"32";"bad";"na";8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;1;5,9
2891;2024;20240628;"6495_1";6495;"komb";"24_6495_1_b";"24_6495_1";"24_6495_1_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";42;"382.2149963";382;25;"36.5";"36.5";"61.5";"good";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6,9
2941;2024;20240628;"6495_6";6495;"komb";"24_6495_6_b";"24_6495_6";"24_6495_6_b_1";"S_Rusina";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"LU";27;"246.2140045";246;30;"38";"38";"68";"good";"na";6;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;1;7,2
4671;2024;20240604;"6978_2";6978;"komb";"24_6978_2_b";"24_6978_2";"24_6978_2_b_1";"S_Rusina";"exp1";1;"Ligita_Taunina";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"LU";29;"260.6499939";261;-40;"23";"23";"-17";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;4,5
2581;2024;20240619;"6389_4";6389;"rez";"24_6389_4_b";"24_6389_4";"24_6389_4_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";36;"320.0849915";320;25;"29.5";"29.5";"54.5";"average";"na";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;5,9
2591;2024;20240619;"6389_5";6389;"rez";"24_6389_5_b";"24_6389_5";"24_6389_5_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";36;"325.6839905";326;25;"31.5";"31.5";"56.5";"average";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;6,1
2601;2024;20240619;"6389_6";6389;"rez";"24_6389_6_b";"24_6389_6";"24_6389_6_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";40;"358.8720093";359;25;"32";"32";"57";"average";"na";12;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;14;1;6,4
2621;2024;20240617;"6407_1";6407;"rez";"24_6407_1_b";"24_6407_1";"24_6407_1_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";42;"380.0220032";380;15;"26.5";"26.5";"41.5";"average";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;1;5,2
4221;2024;20240625;"6914_3";6914;"rez";"24_6914_3_b";"24_6914_3";"24_6914_3_b_1";"J_Saulitis";"exp1";1;"Rita_CCamaane";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_good";"s";"DAP";62;"554.9450073";555;10;"65";"50";"60";"average";"na";9;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;10
4621;2024;20240625;"6975_1";6975;"rez";"24_6975_1_b";"24_6975_1";"24_6975_1_b_1";"J_Saulitis";"exp1";1;"Juris_Gorbacovs";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";56;"506.0400085";506;0;"40.5";"40.5";"40.5";"average";"na";8;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;6,8
2631;2024;20240617;"6407_2";6407;"rez";"24_6407_2_b";"24_6407_2";"24_6407_2_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";30;"272.1860046";272;15;"21";"21";"36";"bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;1;4,2
2641;2024;20240617;"6407_3";6407;"rez";"24_6407_3_b";"24_6407_3";"24_6407_3_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";37;"330.6600037";331;15;"24";"24";"39";"bad";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;4,8
4201;2024;20240625;"6914_1";6914;"rez";"24_6914_1_b";"24_6914_1";"24_6914_1_b_1";"J_Saulitis";"exp1";1;"Rita_CCamaane";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";49;"438.4200134";438;-5;"35";"35";"30";"bad";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6
3331;2024;20240620;"6667_1";6667;"rez";"24_6667_1_b";"24_6667_1";"24_6667_1_b_1";"J_Saulitis";"exp1";1;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_good";"s";"DAP";21;"191.3609924";191;50;"43";"43";"93";"excellent";"na";5;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;7,3
2551;2024;20240619;"6389_1";6389;"rez";"24_6389_1_b";"24_6389_1";"24_6389_1_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";43;"389.8320007";390;30;"36";"36";"66";"good";"na";2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
2561;2024;20240619;"6389_2";6389;"rez";"24_6389_2_b";"24_6389_2";"24_6389_2_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";45;"409.3150024";409;40;"37.5";"37.5";"77.5";"good";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;7,2
2571;2024;20240619;"6389_3";6389;"rez";"24_6389_3_b";"24_6389_3";"24_6389_3_b_1";"J_Saulitis";"exp1";1;"Atenas";"basic_ZP";"Participant";"pasture";"no";"no";"no";"exp_average";"s";"DAP";36;"322.0109863";322;40;"33";"33";"73";"good";"na";8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,5
3341;2024;20240620;"6667_2";6667;"rez";"24_6667_2_b";"24_6667_2";"24_6667_2_b_1";"J_Saulitis";"exp1";1;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_good";"s";"DAP";34;"302.4450073";302;50;"24";"24";"74";"good";"na";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;4,6
3351;2024;20240620;"6667_3";6667;"rez";"24_6667_3_b";"24_6667_3";"24_6667_3_b_1";"J_Saulitis";"exp1";1;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_good";"s";"DAP";43;"384.3039856";384;50;"23.5";"23.5";"73.5";"good";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;4,4
2651;2024;20240617;"6407_4";6407;"rez";"24_6407_4_b";"24_6407_4";"24_6407_4_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";53;"473.5920105";474;-5;"15";"15";"10";"very_bad";"na";2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;3
2661;2024;20240617;"6407_5";6407;"rez";"24_6407_5_b";"24_6407_5";"24_6407_5_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";73;"654.4860229";654;-5;"14.5";"14.5";"9.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;2,8
2671;2024;20240617;"6407_6";6407;"rez";"24_6407_6_b";"24_6407_6";"24_6407_6_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"DAP";71;"634.59198";635;-10;"22.5";"22.5";"12.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;4,4
2681;2024;20240617;"6407_7";6407;"rez";"24_6407_7_b";"24_6407_7";"24_6407_7_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";57;"509.2409973";509;-20;"15.5";"15.5";"-4.5";"very_bad";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;1;3,1
4631;2024;20240625;"6975_2";6975;"rez";"24_6975_2_b";"24_6975_2";"24_6975_2_b_1";"J_Saulitis";"exp1";1;"Juris_Gorbacovs";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"DAP";86;"775.6110229";776;-15;"27.5";"27.5";"12.5";"very_bad";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;5,2
3681;2024;20240625;"6776_2";6776;"rez";"24_6776_2_b";"24_6776_2";"24_6776_2_b_1";"M_Udre";"exp1";1;"Ossi";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_average";"s";"LU";40;"357.9490051";358;-5;"34.5";"34.5";"29.5";"bad";"na";4;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;6,2
4931;2024;20240604;"7071_4";7071;"komb";"24_7071_4_b";"24_7071_4";"24_7071_4_b_1";"M_Udre";"exp1";1;"Inta_Torgane";"basic_ZP";"Participant";"pasture";"no";"yes";"no";"exp_average";"s";"LU";69;"623.9660034";624;10;"17.5";"17.5";"27.5";"bad";"na";4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;3,3
3521;2024;20240625;"6730_3";6730;"rez";"24_6730_3_b";"24_6730_3";"24_6730_3_b_1";"M_Udre";"exp1";1;"Raimonds_Indrans";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"LU";35;"317.696991";318;-20;"23";"23";"3";"very_bad";"na";4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;4,6
3531;2024;20240625;"6730_4";6730;"rez";"24_6730_4_b";"24_6730_4";"24_6730_4_b_1";"M_Udre";"exp1";1;"Raimonds_Indrans";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_average";"s";"LU";35;"313.9400024";314;-15;"26.5";"26.5";"11.5";"very_bad";"na";4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;5,3
3041;2024;20240617;"6555_1";6555;"rez";"24_6555_1_b";"24_6555_1";"24_6555_1_b_1";"V_Verpeja";"exp1";1;"Auli_Auzenbaha";"basic_ZP";"Participant";"meadow";"no";"no";"no";"exp_bad";"s";"LU";84;"754.4780273";754;-30;"21.5";"21.5";"-8.5";"very_bad";"na";10;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;13;1;3,5
