"Nrpk";"Year";"Date";"Polig_nr";"Nr_4digitcode";"Approach";"Uniq_no";"Uniq_Rprog";"Unipntno";"Eksp_spp";"Exp_gr";"Mont_pnt";"Address";"Rel_type";"Status";"Usage";"Ul_mown";"Ul_graz";"Ul_aftmh";"Exp_opin";"Statuslet";"Luordap";"Transect_segment";"Transect_length";"Tr_length_m";"Str_score";"Spp_scortotal";"Spp_score50";"Totl_score";"Gr_qualit_exp";"Gr_qualit_farmer";"No_sp_plot";"aeup";"avul";"bmed";"camp";"cpan";"cvul";"cent";"chet";"cole";"dact";"ddel";"frag";"gbor";"gali";"gver";"gera";"geum";"hype";"isal";"karv";"lath";"lhis";"lvul";"lova";"lfos";"lsal";"mlup";"mela";"pilo";"psax";"pmed";"plat";"poly";"parg";"pere";"pver";"rhin";"ssyl";"sacr";"svir";"spra";"thal";"thym";"tpra";"trif";"tmon";"teur";"voff";"vlon";"vvul";"cumul_spno";"pairs";"avrg_spno_plot"
191;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_1";"M_Medne";"exp1";1;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
192;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_10";"M_Medne";"exp1";10;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;1;5,1
193;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_2";"M_Medne";"exp1";2;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";7;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
194;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_3";"M_Medne";"exp1";3;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";6;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
195;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_4";"M_Medne";"exp1";4;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
196;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_5";"M_Medne";"exp1";5;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
197;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_6";"M_Medne";"exp1";6;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";9;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
198;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_7";"M_Medne";"exp1";7;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
199;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_8";"M_Medne";"exp1";8;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
200;2023;20230629;"6408_5";6408;"komb";"23_6408_5_b";"23_6408_5";"23_6408_5_b_9";"M_Medne";"exp1";9;"HansaBio_SIA";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";67;"606.3699951";606;15;"25.5";"25.5";"40.5";"average";"na";3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5,1
321;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_1";"M_Medne";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";9;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;7,1
322;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";6;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;7,1
323;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;7,1
324;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;7,1
325;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;7,1
326;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;7,1
327;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";8;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;1;7,1
328;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;7,1
329;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";7;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;1;7,1
330;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"337.4490051";337;5;"36";"36";"41";"average";"na";8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;7,1
341;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_1";"M_Medne";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";12;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
342;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";10;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
343;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";12;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
344;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
345;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
346;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";11;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
347;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
348;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";7;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
349;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";11;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
350;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";45;"407.355011";407;5;"51.5";"50";"55";"average";"na";10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;9,6
351;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_1";"M_Medne";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
352;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";11;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6,9
353;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
354;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";3;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
355;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
356;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";9;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
357;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";8;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6,9
358;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6,9
359;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";9;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;6,9
360;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";37;"334.1749878";334;10;"37";"37";"47";"average";"na";10;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1;6,9
